filename,emotion,difficulty
ck_0189.png,Neutral,0.5
ck_0190.png,Neutral,0.5
ck_0191.png,Neutral,0.5
ck_0192.png,Neutral,0.5
ck_0193.png,Neutral,0.5
ck_0194.png,Neutral,0.5
ck_0195.png,Neutral,0.5
ck_0196.png,Neutral,0.5
ck_0197.png,Neutral,0.5
ck_0198.png,Neutral,0.5
ck_0199.png,Neutral,0.5
ck_0200.png,Neutral,0.5
ck_0201.png,Neutral,0.5
ck_0202.png,Neutral,0.5
ck_0203.png,Neutral,0.5
ck_0204.png,Neutral,0.5
ck_0205.png,Neutral,0.5
ck_0206.png,Neutral,0.5
ck_0207.png,Neutral,0.5
ck_0208.png,Neutral,0.5
ck_0209.png,Neutral,0.5
ck_0210.png,Neutral,0.5
ck_0211.png,Neutral,0.5
ck_0212.png,Neutral,0.5
ck_0213.png,Neutral,0.5
ck_0214.png,Neutral,0.5
ck_0215.png,Neutral,0.5
ck_0216.png,Neutral,0.5
ck_0217.png,Neutral,0.5
ck_0218.png,Neutral,0.5
ck_0219.png,Neutral,0.5
ck_0220.png,Neutral,0.5
ck_0221.png,Neutral,0.5
ck_0222.png,Neutral,0.5
ck_0223.png,Neutral,0.5
ck_0224.png,Neutral,0.5
ck_0225.png,Neutral,0.5
ck_0226.png,Neutral,0.5
ck_0227.png,Neutral,0.5
ck_0228.png,Neutral,0.5
ck_0229.png,Neutral,0.5
ck_0230.png,Neutral,0.5
ck_0231.png,Neutral,0.5
ck_0232.png,Neutral,0.5
ck_0233.png,Neutral,0.5
ck_0234.png,Neutral,0.5
ck_0235.png,Neutral,0.5
ck_0236.png,Neutral,0.5
ck_0237.png,Neutral,0.5
ck_0238.png,Neutral,0.5
ck_0239.png,Neutral,0.5
ck_0240.png,Neutral,0.5
ck_0241.png,Neutral,0.5
ck_0242.png,Neutral,0.5
ck_0243.png,Neutral,0.5
ck_0244.png,Neutral,0.5
ck_0245.png,Neutral,0.5
ck_0246.png,Neutral,0.5
ck_0247.png,Neutral,0.5
ck_0248.png,Neutral,0.5
ck_0249.png,Neutral,0.5
ck_0250.png,Neutral,0.5
ck_0251.png,Neutral,0.5
ck_0252.png,Neutral,0.5
ck_0253.png,Neutral,0.5
ck_0254.png,Neutral,0.5
ck_0255.png,Neutral,0.5
ck_0256.png,Neutral,0.5
ck_0257.png,Neutral,0.5
ck_0258.png,Neutral,0.5
ck_0259.png,Neutral,0.5
ck_0260.png,Neutral,0.5
ck_0261.png,Neutral,0.5
ck_0262.png,Neutral,0.5
ck_0263.png,Neutral,0.5
ck_0264.png,Neutral,0.5
ck_0265.png,Neutral,0.5
ck_0266.png,Neutral,0.5
ck_0267.png,Neutral,0.5
ck_0268.png,Neutral,0.5
ck_0269.png,Neutral,0.5
ck_0270.png,Neutral,0.5
ck_0271.png,Neutral,0.5
ck_0272.png,Neutral,0.5
ck_0273.png,Neutral,0.5
ck_0274.png,Neutral,0.5
ck_0275.png,Neutral,0.5
ck_0276.png,Neutral,0.5
ck_0277.png,Neutral,0.5
ck_0278.png,Neutral,0.5
ck_0279.png,Neutral,0.5
ck_0280.png,Neutral,0.5
ck_0281.png,Neutral,0.5
ck_0282.png,Neutral,0.5
ck_0283.png,Neutral,0.5
ck_0284.png,Neutral,0.5
ck_0285.png,Neutral,0.5
ck_0286.png,Neutral,0.5
ck_0287.png,Neutral,0.5
ck_0288.png,Neutral,0.5
ck_0289.png,Neutral,0.5
ck_0290.png,Neutral,0.5
ck_0291.png,Neutral,0.5
ck_0292.png,Neutral,0.5
ck_0293.png,Neutral,0.5
ck_0294.png,Neutral,0.5
ck_0295.png,Neutral,0.5
ck_0296.png,Neutral,0.5
ck_0297.png,Neutral,0.5
ck_0298.png,Neutral,0.5
ck_0299.png,Neutral,0.5
ck_0300.png,Neutral,0.5
ck_0301.png,Neutral,0.5
ck_0302.png,Neutral,0.5
ck_0303.png,Neutral,0.5
ck_0304.png,Neutral,0.5
ck_0305.png,Neutral,0.5
ck_0306.png,Neutral,0.5
ck_0307.png,Neutral,0.5
ck_0308.png,Neutral,0.5
ck_0309.png,Neutral,0.5
ck_0310.png,Neutral,0.5
ck_0311.png,Neutral,0.5
ck_0312.png,Neutral,0.5
ck_0313.png,Neutral,0.5
ck_0314.png,Neutral,0.5
ck_0315.png,Neutral,0.5
ck_0316.png,Neutral,0.5
ck_0317.png,Neutral,0.5
ck_0318.png,Neutral,0.5
ck_0319.png,Neutral,0.5
ck_0320.png,Neutral,0.5
ck_0321.png,Neutral,0.5
ck_0322.png,Neutral,0.5
ck_0323.png,Neutral,0.5
ck_0324.png,Neutral,0.5
ck_0325.png,Neutral,0.5
ck_0326.png,Neutral,0.5
ck_0327.png,Neutral,0.5
ck_0328.png,Neutral,0.5
ck_0329.png,Neutral,0.5
ck_0330.png,Neutral,0.5
ck_0331.png,Neutral,0.5
ck_0332.png,Neutral,0.5
ck_0333.png,Neutral,0.5
ck_0334.png,Neutral,0.5
ck_0335.png,Neutral,0.5
ck_0336.png,Neutral,0.5
ck_0337.png,Neutral,0.5
ck_0338.png,Neutral,0.5
ck_0339.png,Neutral,0.5
ck_0340.png,Neutral,0.5
ck_0341.png,Neutral,0.5
ck_0342.png,Neutral,0.5
ck_0343.png,Neutral,0.5
ck_0344.png,Neutral,0.5
ck_0345.png,Neutral,0.5
ck_0346.png,Neutral,0.5
ck_0347.png,Neutral,0.5
ck_0348.png,Neutral,0.5
ck_0349.png,Neutral,0.5
ck_0350.png,Neutral,0.5
ck_0351.png,Neutral,0.5
ck_0352.png,Neutral,0.5
ck_0353.png,Neutral,0.5
ck_0354.png,Neutral,0.5
ck_0355.png,Neutral,0.5
ck_0356.png,Neutral,0.5
ck_0357.png,Neutral,0.5
ck_0358.png,Neutral,0.5
ck_0359.png,Neutral,0.5
ck_0360.png,Neutral,0.5
ck_0361.png,Neutral,0.5
ck_0362.png,Neutral,0.5
ck_0363.png,Neutral,0.5
ck_0364.png,Neutral,0.5
ck_0365.png,Neutral,0.5
ck_0366.png,Neutral,0.5
ck_0367.png,Neutral,0.5
ck_0368.png,Neutral,0.5
ck_0369.png,Neutral,0.5
ck_0370.png,Neutral,0.5
ck_0371.png,Neutral,0.5
ck_0372.png,Neutral,0.5
ck_0373.png,Neutral,0.5
ck_0374.png,Neutral,0.5
ck_0375.png,Neutral,0.5
ck_0376.png,Neutral,0.5
ck_0377.png,Neutral,0.5
ck_0378.png,Neutral,0.5
ck_0379.png,Neutral,0.5
ck_0380.png,Neutral,0.5
ck_0381.png,Neutral,0.5
ck_0382.png,Neutral,0.5
ck_0383.png,Neutral,0.5
ck_0384.png,Neutral,0.5
ck_0385.png,Neutral,0.5
ck_0386.png,Neutral,0.5
ck_0387.png,Neutral,0.5
ck_0388.png,Neutral,0.5
ck_0389.png,Neutral,0.5
ck_0390.png,Neutral,0.5
ck_0391.png,Neutral,0.5
ck_0392.png,Neutral,0.5
ck_0393.png,Neutral,0.5
ck_0394.png,Neutral,0.5
ck_0395.png,Neutral,0.5
ck_0396.png,Neutral,0.5
ck_0397.png,Neutral,0.5
ck_0398.png,Neutral,0.5
ck_0399.png,Neutral,0.5
ck_0400.png,Neutral,0.5
ck_0401.png,Neutral,0.5
ck_0402.png,Neutral,0.5
ck_0403.png,Neutral,0.5
ck_0404.png,Neutral,0.5
ck_0405.png,Neutral,0.5
ck_0406.png,Neutral,0.5
ck_0407.png,Neutral,0.5
ck_0408.png,Neutral,0.5
ck_0409.png,Neutral,0.5
ck_0410.png,Neutral,0.5
ck_0411.png,Neutral,0.5
ck_0412.png,Neutral,0.5
ck_0413.png,Neutral,0.5
ck_0414.png,Neutral,0.5
ck_0415.png,Neutral,0.5
ck_0416.png,Neutral,0.5
ck_0417.png,Neutral,0.5
ck_0418.png,Neutral,0.5
ck_0419.png,Neutral,0.5
ck_0420.png,Neutral,0.5
ck_0421.png,Neutral,0.5
ck_0422.png,Neutral,0.5
ck_0423.png,Neutral,0.5
ck_0424.png,Neutral,0.5
ck_0425.png,Neutral,0.5
ck_0426.png,Neutral,0.5
ck_0427.png,Neutral,0.5
ck_0428.png,Neutral,0.5
ck_0429.png,Neutral,0.5
ck_0430.png,Neutral,0.5
ck_0431.png,Neutral,0.5
ck_0432.png,Neutral,0.5
ck_0433.png,Neutral,0.5
ck_0434.png,Neutral,0.5
ck_0435.png,Neutral,0.5
ck_0436.png,Neutral,0.5
ck_0437.png,Neutral,0.5
ck_0438.png,Neutral,0.5
ck_0439.png,Neutral,0.5
ck_0440.png,Neutral,0.5
ck_0441.png,Neutral,0.5
ck_0442.png,Neutral,0.5
ck_0443.png,Neutral,0.5
ck_0444.png,Neutral,0.5
ck_0445.png,Neutral,0.5
ck_0446.png,Neutral,0.5
ck_0447.png,Neutral,0.5
ck_0448.png,Neutral,0.5
ck_0449.png,Neutral,0.5
ck_0450.png,Neutral,0.5
ck_0451.png,Neutral,0.5
ck_0452.png,Neutral,0.5
ck_0453.png,Neutral,0.5
ck_0454.png,Neutral,0.5
ck_0455.png,Neutral,0.5
ck_0456.png,Neutral,0.5
ck_0457.png,Neutral,0.5
ck_0458.png,Neutral,0.5
ck_0459.png,Neutral,0.5
ck_0460.png,Neutral,0.5
ck_0461.png,Neutral,0.5
ck_0462.png,Neutral,0.5
ck_0463.png,Neutral,0.5
ck_0464.png,Neutral,0.5
ck_0465.png,Neutral,0.5
ck_0466.png,Neutral,0.5
ck_0467.png,Neutral,0.5
ck_0468.png,Neutral,0.5
ck_0469.png,Neutral,0.5
ck_0470.png,Neutral,0.5
ck_0471.png,Neutral,0.5
ck_0472.png,Neutral,0.5
ck_0473.png,Neutral,0.5
ck_0474.png,Neutral,0.5
ck_0475.png,Neutral,0.5
ck_0476.png,Neutral,0.5
ck_0477.png,Neutral,0.5
ck_0478.png,Neutral,0.5
ck_0479.png,Neutral,0.5
ck_0480.png,Neutral,0.5
ck_0481.png,Neutral,0.5
ck_0482.png,Neutral,0.5
ck_0483.png,Neutral,0.5
ck_0484.png,Neutral,0.5
ck_0485.png,Neutral,0.5
ck_0486.png,Neutral,0.5
ck_0487.png,Neutral,0.5
ck_0488.png,Neutral,0.5
ck_0489.png,Neutral,0.5
ck_0490.png,Neutral,0.5
ck_0491.png,Neutral,0.5
ck_0492.png,Neutral,0.5
ck_0493.png,Neutral,0.5
ck_0494.png,Neutral,0.5
ck_0495.png,Neutral,0.5
ck_0496.png,Neutral,0.5
ck_0497.png,Neutral,0.5
ck_0498.png,Neutral,0.5
ck_0499.png,Neutral,0.5
ck_0500.png,Neutral,0.5
ck_0501.png,Neutral,0.5
ck_0502.png,Neutral,0.5
ck_0503.png,Neutral,0.5
ck_0504.png,Neutral,0.5
ck_0505.png,Neutral,0.5
ck_0506.png,Neutral,0.5
ck_0507.png,Neutral,0.5
ck_0508.png,Neutral,0.5
ck_0509.png,Neutral,0.5
ck_0510.png,Neutral,0.5
ck_0511.png,Neutral,0.5
ck_0512.png,Neutral,0.5
ck_0513.png,Neutral,0.5
ck_0514.png,Neutral,0.5
ck_0515.png,Neutral,0.5
ck_0516.png,Neutral,0.5
ck_0517.png,Neutral,0.5
ck_0518.png,Neutral,0.5
ck_0519.png,Neutral,0.5
ck_0520.png,Neutral,0.5
ck_0521.png,Neutral,0.5
ck_0522.png,Neutral,0.5
ck_0523.png,Neutral,0.5
ck_0524.png,Neutral,0.5
ck_0525.png,Neutral,0.5
ck_0526.png,Neutral,0.5
ck_0527.png,Neutral,0.5
ck_0528.png,Neutral,0.5
ck_0529.png,Neutral,0.5
ck_0530.png,Neutral,0.5
ck_0531.png,Neutral,0.5
ck_0532.png,Neutral,0.5
ck_0533.png,Neutral,0.5
ck_0534.png,Neutral,0.5
ck_0535.png,Neutral,0.5
ck_0536.png,Neutral,0.5
ck_0537.png,Neutral,0.5
ck_0538.png,Neutral,0.5
ck_0539.png,Neutral,0.5
ck_0540.png,Neutral,0.5
ck_0541.png,Neutral,0.5
ck_0542.png,Neutral,0.5
ck_0543.png,Neutral,0.5
ck_0544.png,Neutral,0.5
ck_0545.png,Neutral,0.5
ck_0546.png,Neutral,0.5
ck_0547.png,Neutral,0.5
ck_0548.png,Neutral,0.5
ck_0549.png,Neutral,0.5
ck_0550.png,Neutral,0.5
ck_0551.png,Neutral,0.5
ck_0552.png,Neutral,0.5
ck_0553.png,Neutral,0.5
ck_0554.png,Neutral,0.5
ck_0555.png,Neutral,0.5
ck_0556.png,Neutral,0.5
ck_0557.png,Neutral,0.5
ck_0558.png,Neutral,0.5
ck_0559.png,Neutral,0.5
ck_0560.png,Neutral,0.5
ck_0561.png,Neutral,0.5
ck_0562.png,Neutral,0.5
ck_0563.png,Neutral,0.5
ck_0564.png,Neutral,0.5
ck_0565.png,Neutral,0.5
ck_0566.png,Neutral,0.5
ck_0567.png,Neutral,0.5
ck_0568.png,Neutral,0.5
ck_0569.png,Neutral,0.5
ck_0570.png,Neutral,0.5
ck_0571.png,Neutral,0.5
ck_0572.png,Neutral,0.5
ck_0573.png,Neutral,0.5
ck_0574.png,Neutral,0.5
ck_0575.png,Neutral,0.5
ck_0576.png,Neutral,0.5
ck_0577.png,Neutral,0.5
ck_0578.png,Neutral,0.5
ck_0579.png,Neutral,0.5
ck_0580.png,Neutral,0.5
ck_0581.png,Neutral,0.5
ck_0582.png,Neutral,0.5
ck_0583.png,Neutral,0.5
ck_0584.png,Neutral,0.5
ck_0585.png,Neutral,0.5
ck_0586.png,Neutral,0.5
ck_0587.png,Neutral,0.5
ck_0588.png,Neutral,0.5
ck_0589.png,Neutral,0.5
ck_0590.png,Neutral,0.5
ck_0591.png,Neutral,0.5
ck_0592.png,Neutral,0.5
ck_0593.png,Happy,0.5
ck_0594.png,Happy,0.5
ck_0595.png,Happy,0.5
ck_0596.png,Happy,0.5
ck_0597.png,Happy,0.5
ck_0598.png,Happy,0.5
ck_0599.png,Happy,0.5
ck_0600.png,Happy,0.5
ck_0601.png,Happy,0.5
ck_0602.png,Happy,0.5
ck_0603.png,Happy,0.5
ck_0604.png,Happy,0.5
ck_0605.png,Happy,0.5
ck_0606.png,Happy,0.5
ck_0607.png,Happy,0.5
ck_0608.png,Happy,0.5
ck_0609.png,Happy,0.5
ck_0610.png,Happy,0.5
ck_0611.png,Happy,0.5
ck_0612.png,Happy,0.5
ck_0613.png,Happy,0.5
ck_0614.png,Happy,0.5
ck_0615.png,Happy,0.5
ck_0616.png,Happy,0.5
ck_0617.png,Happy,0.5
ck_0618.png,Happy,0.5
ck_0619.png,Happy,0.5
ck_0620.png,Happy,0.5
ck_0621.png,Happy,0.5
ck_0622.png,Happy,0.5
ck_0623.png,Happy,0.5
ck_0624.png,Happy,0.5
ck_0625.png,Happy,0.5
ck_0626.png,Happy,0.5
ck_0627.png,Happy,0.5
ck_0628.png,Happy,0.5
ck_0629.png,Happy,0.5
ck_0630.png,Happy,0.5
ck_0631.png,Happy,0.5
ck_0632.png,Happy,0.5
ck_0633.png,Happy,0.5
ck_0634.png,Happy,0.5
ck_0635.png,Happy,0.5
ck_0636.png,Happy,0.5
ck_0637.png,Happy,0.5
ck_0638.png,Happy,0.5
ck_0639.png,Happy,0.5
ck_0640.png,Happy,0.5
ck_0641.png,Happy,0.5
ck_0642.png,Happy,0.5
ck_0643.png,Happy,0.5
ck_0644.png,Happy,0.5
ck_0645.png,Happy,0.5
ck_0646.png,Happy,0.5
ck_0647.png,Happy,0.5
ck_0648.png,Happy,0.5
ck_0649.png,Happy,0.5
ck_0650.png,Happy,0.5
ck_0651.png,Happy,0.5
ck_0652.png,Happy,0.5
ck_0653.png,Happy,0.5
ck_0654.png,Happy,0.5
ck_0655.png,Happy,0.5
ck_0656.png,Happy,0.5
ck_0657.png,Happy,0.5
ck_0658.png,Happy,0.5
ck_0659.png,Happy,0.5
ck_0660.png,Happy,0.5
ck_0661.png,Happy,0.5
ck_0662.png,Contempt,0.5
ck_0663.png,Contempt,0.5
ck_0664.png,Contempt,0.5
ck_0665.png,Contempt,0.5
ck_0666.png,Contempt,0.5
ck_0667.png,Contempt,0.5
ck_0668.png,Contempt,0.5
ck_0669.png,Contempt,0.5
ck_0670.png,Contempt,0.5
ck_0671.png,Contempt,0.5
ck_0672.png,Contempt,0.5
ck_0673.png,Contempt,0.5
ck_0674.png,Contempt,0.5
ck_0675.png,Contempt,0.5
ck_0676.png,Contempt,0.5
ck_0677.png,Contempt,0.5
ck_0678.png,Contempt,0.5
ck_0679.png,Contempt,0.5
ck_0680.png,Angry,0.5
ck_0681.png,Angry,0.5
ck_0682.png,Angry,0.5
ck_0683.png,Angry,0.5
ck_0684.png,Angry,0.5
ck_0685.png,Angry,0.5
ck_0686.png,Angry,0.5
ck_0687.png,Angry,0.5
ck_0688.png,Angry,0.5
ck_0689.png,Angry,0.5
ck_0690.png,Angry,0.5
ck_0691.png,Angry,0.5
ck_0692.png,Angry,0.5
ck_0693.png,Angry,0.5
ck_0694.png,Angry,0.5
ck_0695.png,Angry,0.5
ck_0696.png,Angry,0.5
ck_0697.png,Angry,0.5
ck_0698.png,Angry,0.5
ck_0699.png,Angry,0.5
ck_0700.png,Angry,0.5
ck_0701.png,Angry,0.5
ck_0702.png,Angry,0.5
ck_0703.png,Angry,0.5
ck_0704.png,Angry,0.5
ck_0705.png,Angry,0.5
ck_0706.png,Angry,0.5
ck_0707.png,Angry,0.5
ck_0708.png,Angry,0.5
ck_0709.png,Angry,0.5
ck_0710.png,Angry,0.5
ck_0711.png,Angry,0.5
ck_0712.png,Angry,0.5
ck_0713.png,Angry,0.5
ck_0714.png,Angry,0.5
ck_0715.png,Angry,0.5
ck_0716.png,Angry,0.5
ck_0717.png,Angry,0.5
ck_0718.png,Angry,0.5
ck_0719.png,Angry,0.5
ck_0720.png,Angry,0.5
ck_0721.png,Angry,0.5
ck_0722.png,Angry,0.5
ck_0723.png,Angry,0.5
ck_0724.png,Angry,0.5
ck_0725.png,Disgust,0.5
ck_0726.png,Disgust,0.5
ck_0727.png,Disgust,0.5
ck_0728.png,Disgust,0.5
ck_0729.png,Disgust,0.5
ck_0730.png,Disgust,0.5
ck_0731.png,Disgust,0.5
ck_0732.png,Disgust,0.5
ck_0733.png,Disgust,0.5
ck_0734.png,Disgust,0.5
ck_0735.png,Disgust,0.5
ck_0736.png,Disgust,0.5
ck_0737.png,Disgust,0.5
ck_0738.png,Disgust,0.5
ck_0739.png,Disgust,0.5
ck_0740.png,Disgust,0.5
ck_0741.png,Disgust,0.5
ck_0742.png,Disgust,0.5
ck_0743.png,Disgust,0.5
ck_0744.png,Disgust,0.5
ck_0745.png,Disgust,0.5
ck_0746.png,Disgust,0.5
ck_0747.png,Disgust,0.5
ck_0748.png,Disgust,0.5
ck_0749.png,Disgust,0.5
ck_0750.png,Disgust,0.5
ck_0751.png,Disgust,0.5
ck_0752.png,Disgust,0.5
ck_0753.png,Disgust,0.5
ck_0754.png,Disgust,0.5
ck_0755.png,Disgust,0.5
ck_0756.png,Disgust,0.5
ck_0757.png,Disgust,0.5
ck_0758.png,Disgust,0.5
ck_0759.png,Disgust,0.5
ck_0760.png,Disgust,0.5
ck_0761.png,Disgust,0.5
ck_0762.png,Disgust,0.5
ck_0763.png,Disgust,0.5
ck_0764.png,Disgust,0.5
ck_0765.png,Disgust,0.5
ck_0766.png,Disgust,0.5
ck_0767.png,Disgust,0.5
ck_0768.png,Disgust,0.5
ck_0769.png,Disgust,0.5
ck_0770.png,Disgust,0.5
ck_0771.png,Disgust,0.5
ck_0772.png,Disgust,0.5
ck_0773.png,Disgust,0.5
ck_0774.png,Disgust,0.5
ck_0775.png,Disgust,0.5
ck_0776.png,Disgust,0.5
ck_0777.png,Disgust,0.5
ck_0778.png,Disgust,0.5
ck_0779.png,Disgust,0.5
ck_0780.png,Disgust,0.5
ck_0781.png,Disgust,0.5
ck_0782.png,Disgust,0.5
ck_0783.png,Disgust,0.5
ck_0784.png,Sad,0.5
ck_0785.png,Sad,0.5
ck_0786.png,Sad,0.5
ck_0787.png,Sad,0.5
ck_0788.png,Sad,0.5
ck_0789.png,Sad,0.5
ck_0790.png,Sad,0.5
ck_0791.png,Sad,0.5
ck_0792.png,Sad,0.5
ck_0793.png,Sad,0.5
ck_0794.png,Sad,0.5
ck_0795.png,Sad,0.5
ck_0796.png,Sad,0.5
ck_0797.png,Sad,0.5
ck_0798.png,Sad,0.5
ck_0799.png,Sad,0.5
ck_0800.png,Sad,0.5
ck_0801.png,Sad,0.5
ck_0802.png,Sad,0.5
ck_0803.png,Sad,0.5
ck_0804.png,Sad,0.5
ck_0805.png,Sad,0.5
ck_0806.png,Sad,0.5
ck_0807.png,Sad,0.5
ck_0808.png,Sad,0.5
ck_0809.png,Sad,0.5
ck_0810.png,Sad,0.5
ck_0811.png,Sad,0.5
ck_0812.png,Fear,0.5
ck_0813.png,Fear,0.5
ck_0814.png,Fear,0.5
ck_0815.png,Fear,0.5
ck_0816.png,Fear,0.5
ck_0817.png,Fear,0.5
ck_0818.png,Fear,0.5
ck_0819.png,Fear,0.5
ck_0820.png,Fear,0.5
ck_0821.png,Fear,0.5
ck_0822.png,Fear,0.5
ck_0823.png,Fear,0.5
ck_0824.png,Fear,0.5
ck_0825.png,Fear,0.5
ck_0826.png,Fear,0.5
ck_0827.png,Fear,0.5
ck_0828.png,Fear,0.5
ck_0829.png,Fear,0.5
ck_0830.png,Fear,0.5
